;Coffee;Coffee_late;Exercise;Exercise late;Phone activity;Noise;Relaxed;Sleep Score
51568;-1;0;1;-1;1;-1;-1;92
51569;-1;0;-1;0;-1;1;1;100
51570;1;-1;-1;0;1;1;-1;66
51571;1;-1;1;-1;1;-1;1;100
51572;-1;0;1;-1;-1;1;1;100
51573;1;-1;1;1;-1;-1;-1;100
51574;1;1;1;-1;-1;-1;1;100
51575;1;1;-1;0;1;-1;1;58
51576;-1;0;1;-1;1;-1;-1;100
51577;-1;0;-1;0;-1;-1;1;100
51578;1;1;1;1;1;-1;1;100
51579;-1;0;-1;0;1;1;1;75
51580;-1;0;-1;0;-1;-1;1;100
51581;1;-1;-1;0;1;-1;-1;86
51582;1;-1;1;-1;1;-1;1;100
51583;-1;0;-1;0;-1;1;1;100
51584;1;-1;1;1;1;1;-1;56
51585;-1;0;-1;0;1;-1;1;80
51586;-1;0;1;-1;-1;1;1;100
51587;-1;0;1;1;-1;1;1;100
51588;-1;0;-1;0;1;-1;1;93
51589;1;1;-1;0;1;1;-1;38
51590;-1;0;-1;0;1;1;-1;43
51591;1;1;1;1;1;-1;1;77
51592;1;1;1;-1;-1;1;1;100
51593;-1;0;1;1;1;-1;-1;99
51594;1;-1;-1;0;1;1;-1;86
51595;-1;0;1;1;-1;-1;-1;100
51596;-1;0;-1;0;-1;-1;-1;100
51597;-1;0;1;1;1;1;1;78
51598;1;-1;1;-1;-1;-1;-1;100
51599;-1;0;-1;0;1;1;-1;59
51600;1;1;-1;0;1;1;-1;34
51601;1;-1;1;1;1;1;-1;72
51602;1;1;-1;0;-1;-1;-1;99
51603;1;-1;-1;0;1;-1;-1;72
51604;-1;0;1;1;1;1;1;75
51605;-1;0;-1;0;1;1;-1;42
51606;1;1;1;-1;1;-1;-1;71
51607;1;1;1;-1;1;-1;-1;64
51608;1;1;-1;0;1;-1;-1;35
51609;1;-1;-1;0;1;-1;-1;90
51610;1;1;1;1;-1;1;-1;51
51611;-1;0;1;-1;-1;1;1;100
51612;1;1;-1;0;1;-1;-1;59
51613;-1;0;-1;0;1;-1;1;94
51614;1;-1;1;-1;1;1;-1;76
51615;1;-1;1;1;1;-1;1;100
51616;1;-1;1;-1;1;-1;1;100
51617;-1;0;1;1;1;1;-1;73
51618;-1;0;1;1;1;1;1;82
51619;1;1;-1;0;1;1;1;61
51620;1;-1;-1;0;1;-1;1;98
51621;-1;0;1;-1;-1;-1;-1;100
51622;1;1;1;1;1;1;1;62
51623;-1;0;-1;0;-1;-1;1;100
51624;-1;0;1;-1;-1;-1;1;100
51625;-1;0;-1;0;1;-1;-1;93
51626;-1;0;1;1;1;1;1;77
51627;-1;0;-1;0;1;1;-1;47
51628;-1;0;1;-1;1;-1;-1;93
51629;-1;0;1;1;-1;1;-1;100
51630;1;1;-1;0;-1;1;1;80
51631;-1;0;1;1;-1;-1;-1;100
51632;1;-1;-1;0;1;-1;1;84
51633;-1;0;-1;0;-1;-1;-1;100
51634;-1;0;1;-1;-1;1;1;100
51635;-1;0;1;1;-1;-1;-1;100
51636;1;1;1;1;1;-1;1;70
51637;1;1;1;-1;1;-1;1;86
51638;-1;0;1;1;-1;1;1;100
51639;-1;0;-1;0;-1;1;-1;100
51640;1;1;-1;0;1;1;-1;27
51641;1;-1;1;-1;-1;1;-1;100
51642;-1;0;1;1;-1;1;-1;100
51643;1;-1;1;-1;-1;-1;-1;100
51644;1;1;-1;0;1;-1;-1;55
51645;-1;0;1;1;1;-1;-1;73
51646;-1;0;-1;0;1;1;1;50
51647;-1;0;-1;0;-1;1;-1;98
51648;-1;0;1;1;1;1;1;79
51649;1;1;-1;0;-1;1;-1;88
51650;1;1;1;1;1;-1;1;85
51651;-1;0;-1;0;1;-1;-1;64
51652;-1;0;-1;0;-1;-1;-1;100
51653;-1;0;-1;0;1;-1;-1;67
51654;1;1;1;-1;-1;1;1;100
51655;-1;0;-1;0;-1;-1;1;100
51656;-1;0;-1;0;1;-1;-1;58
51657;-1;0;1;1;-1;-1;1;100
51658;1;-1;-1;0;-1;-1;-1;100
51659;-1;0;-1;0;1;-1;1;94
51660;1;1;1;1;-1;-1;-1;82
51661;1;1;-1;0;-1;1;1;89
51662;-1;0;1;-1;1;-1;1;100
51663;1;-1;-1;0;1;1;1;93
51664;1;-1;1;1;-1;1;-1;100
51665;-1;0;1;-1;-1;1;1;100
51666;-1;0;1;-1;1;-1;1;100
51667;1;1;-1;0;1;1;-1;22
51668;-1;0;1;-1;1;-1;-1;85
51669;-1;0;1;1;1;-1;-1;68
51670;-1;0;1;1;1;-1;-1;85
51671;1;-1;1;1;1;1;-1;65
51672;1;-1;-1;0;1;1;-1;87
51673;-1;0;-1;0;1;1;-1;50
51674;1;-1;1;1;1;-1;-1;100
51675;-1;0;1;1;-1;-1;-1;100
51676;-1;0;-1;0;1;1;-1;37
51677;1;-1;-1;0;-1;1;-1;96
51678;-1;0;-1;0;1;1;-1;60
51679;-1;0;1;1;1;1;1;85
51680;1;-1;-1;0;1;-1;1;100
51681;-1;0;-1;0;1;1;-1;74
51682;1;1;-1;0;1;-1;1;73
51683;-1;0;-1;0;1;-1;1;62
51684;-1;0;1;1;-1;-1;-1;100
51685;-1;0;1;-1;-1;1;1;100
51686;-1;0;1;-1;-1;-1;1;100
51687;-1;0;1;-1;-1;-1;1;100
51688;-1;0;1;1;-1;-1;1;100
51689;1;1;-1;0;-1;-1;1;100
51690;1;-1;-1;0;1;-1;-1;93
51691;1;1;1;-1;-1;1;-1;100
51692;-1;0;1;1;1;-1;-1;73
51693;1;-1;1;1;1;1;-1;98
51694;1;1;1;1;1;-1;1;97
51695;-1;0;1;-1;1;-1;1;100
51696;1;-1;1;1;-1;1;1;100
51697;-1;0;1;-1;1;-1;1;96
51698;-1;0;-1;0;-1;-1;-1;100
51699;-1;0;1;1;-1;1;-1;100
51700;1;1;1;-1;1;1;-1;73
51701;1;1;-1;0;-1;-1;-1;99
51702;-1;0;1;-1;-1;-1;-1;100
51703;1;-1;1;1;-1;-1;1;100
51704;1;-1;-1;0;1;-1;-1;100
51705;-1;0;1;1;-1;-1;-1;100
51706;1;1;1;1;1;1;-1;54
51707;1;1;-1;0;1;1;1;53
51708;1;1;1;1;1;1;-1;50
51709;-1;0;1;-1;-1;-1;1;100
51710;1;1;-1;0;1;1;1;47
51711;1;-1;-1;0;1;1;1;90
51712;1;-1;-1;0;1;-1;1;100
51713;-1;0;-1;0;-1;-1;-1;100
51714;1;-1;-1;0;-1;-1;-1;100
51715;-1;0;1;-1;1;-1;1;100
51716;-1;0;1;-1;-1;1;-1;100
51717;-1;0;-1;0;-1;-1;1;100
51718;-1;0;1;-1;1;1;1;91
51719;-1;0;-1;0;-1;-1;-1;100
51720;-1;0;1;1;-1;-1;1;100
51721;-1;0;-1;0;-1;1;-1;97
51722;1;-1;-1;0;1;1;-1;83
51723;-1;0;1;-1;1;-1;1;100
51724;-1;0;1;1;1;-1;1;100
51725;1;1;-1;0;1;-1;1;73
51726;1;1;1;1;-1;-1;1;100
51727;-1;0;1;-1;1;-1;1;100
51728;1;1;-1;0;1;-1;1;72
51729;1;1;-1;0;-1;-1;1;100
51730;1;1;1;-1;1;-1;1;76
51731;1;-1;-1;0;1;-1;1;89
51732;-1;0;-1;0;1;-1;-1;75
51733;1;1;-1;0;-1;1;1;100
51734;1;1;-1;0;-1;-1;1;98
51735;-1;0;-1;0;-1;1;1;100
51736;-1;0;1;1;-1;1;-1;100
51737;1;-1;-1;0;1;1;1;90
51738;-1;0;1;-1;-1;1;-1;100
51739;1;1;1;1;-1;-1;-1;100
51740;1;-1;1;-1;1;1;-1;80
51741;1;-1;1;1;1;-1;1;100
51742;1;1;-1;0;1;1;-1;29
51743;1;1;1;-1;-1;1;1;100
51744;1;-1;-1;0;1;-1;-1;69
51745;-1;0;1;-1;-1;1;1;100
51746;-1;0;-1;0;1;-1;-1;74
51747;1;-1;1;1;-1;1;-1;100
51748;1;-1;-1;0;-1;1;-1;100
51749;-1;0;-1;0;-1;-1;-1;100
51750;-1;0;-1;0;1;1;-1;59
51751;-1;0;-1;0;-1;1;-1;83
51752;1;-1;1;1;-1;1;-1;100
51753;1;1;1;-1;-1;-1;-1;100
51754;-1;0;1;-1;-1;1;-1;100
51755;-1;0;1;1;1;-1;1;88
51756;-1;0;1;-1;-1;-1;-1;100
51757;1;1;-1;0;1;1;-1;20
51758;-1;0;1;-1;-1;1;1;100
51759;-1;0;1;-1;-1;-1;1;100
51760;-1;0;1;1;1;-1;-1;76
51761;1;-1;1;1;1;1;1;100
51762;-1;0;1;1;-1;1;1;100
51763;-1;0;1;-1;-1;1;1;100
51764;-1;0;1;1;1;1;1;83
51765;1;1;1;1;-1;1;-1;100
51766;1;-1;1;-1;-1;-1;-1;100
51767;1;1;-1;0;1;1;1;38
51768;-1;0;1;1;1;1;-1;46
51769;1;-1;-1;0;1;-1;1;98
51770;1;1;-1;0;-1;1;-1;81
51771;1;1;1;1;1;-1;1;90
51772;-1;0;1;1;-1;-1;-1;100
51773;-1;0;1;-1;1;-1;-1;91
51774;1;1;-1;0;-1;-1;1;80
51775;1;-1;1;-1;-1;-1;-1;100
51776;1;-1;1;1;1;-1;-1;69
51777;-1;0;-1;0;-1;1;-1;95
51778;1;-1;1;1;-1;-1;-1;100
51779;-1;0;-1;0;-1;-1;-1;100
51780;-1;0;1;-1;1;-1;-1;94
51781;1;-1;1;-1;-1;1;-1;100
51782;1;-1;1;1;1;1;1;85
51783;-1;0;1;-1;1;1;1;95
51784;-1;0;1;1;1;-1;1;100
51785;-1;0;1;-1;1;1;1;91
51786;1;1;1;-1;-1;1;-1;82
51787;1;-1;1;-1;-1;1;-1;100
51788;-1;0;1;-1;1;-1;-1;83
51789;1;-1;-1;0;1;-1;-1;100
51790;1;-1;-1;0;-1;1;1;100
51791;-1;0;1;1;-1;1;-1;100
51792;-1;0;-1;0;1;1;1;80
51793;1;1;-1;0;1;-1;-1;55
51794;-1;0;1;-1;1;1;-1;77
51795;-1;0;-1;0;1;-1;-1;79
51796;-1;0;-1;0;1;-1;-1;88
51797;1;1;1;-1;1;1;-1;58
51798;-1;0;1;-1;1;1;-1;79
51799;1;1;-1;0;-1;1;1;100
51800;-1;0;1;1;1;-1;-1;76
51801;1;1;-1;0;1;-1;1;65
51802;-1;0;-1;0;1;-1;-1;67
51803;1;-1;1;-1;1;-1;1;100
51804;1;-1;-1;0;-1;1;-1;100
51805;-1;0;1;1;1;1;1;81
51806;1;1;1;1;-1;-1;-1;100
51807;1;1;1;-1;-1;1;1;100
51808;1;1;1;1;1;-1;1;81
51809;-1;0;-1;0;1;-1;1;100
51810;1;1;-1;0;1;1;1;49
51811;-1;0;-1;0;-1;1;1;100
51812;1;-1;-1;0;1;1;-1;63
51813;-1;0;-1;0;-1;1;1;100
51814;1;-1;1;-1;-1;1;1;100
51815;-1;0;-1;0;-1;1;-1;76
51816;-1;0;-1;0;-1;-1;1;100
51817;-1;0;-1;0;-1;1;1;100
51818;1;-1;-1;0;-1;1;1;100
51819;-1;0;-1;0;1;1;-1;48
51820;-1;0;-1;0;-1;-1;1;100
51821;-1;0;-1;0;1;1;1;69
51822;1;-1;1;1;1;-1;1;100
51823;1;-1;1;1;-1;-1;1;100
51824;-1;0;-1;0;1;1;1;66
51825;-1;0;-1;0;1;-1;1;83
51826;-1;0;1;1;1;1;1;80
51827;-1;0;-1;0;1;1;-1;35
51828;1;-1;-1;0;1;1;-1;70
51829;-1;0;1;-1;-1;1;1;100
51830;1;-1;1;-1;1;-1;-1;82
51831;-1;0;1;-1;-1;-1;1;100
51832;-1;0;1;1;1;1;-1;58
51833;-1;0;1;-1;-1;-1;1;100
51834;-1;0;1;-1;-1;-1;1;100
51835;-1;0;1;1;-1;-1;1;100
51836;-1;0;-1;0;-1;1;-1;82
51837;1;1;-1;0;-1;-1;-1;100
51838;1;-1;-1;0;1;1;1;100
51839;-1;0;1;1;-1;-1;-1;100
51840;-1;0;1;1;-1;-1;1;100
51841;-1;0;-1;0;-1;1;-1;79
51842;1;1;1;1;-1;1;-1;89
51843;1;1;-1;0;-1;-1;1;100
51844;-1;0;1;1;-1;1;1;100
51845;-1;0;-1;0;1;-1;1;81
51846;1;-1;-1;0;1;-1;1;100
51847;-1;0;1;1;-1;-1;1;100
51848;-1;0;-1;0;-1;-1;-1;100
51849;1;1;-1;0;1;1;1;59
51850;1;-1;-1;0;-1;-1;1;100
51851;-1;0;-1;0;-1;-1;-1;100
51852;-1;0;-1;0;-1;1;1;100
51853;1;-1;-1;0;-1;1;1;100
51854;-1;0;-1;0;1;1;-1;52
51855;-1;0;-1;0;-1;1;1;100
51856;-1;0;-1;0;1;-1;1;100
51857;1;1;-1;0;1;1;1;63
51858;-1;0;1;1;-1;-1;1;100
51859;1;-1;1;-1;1;1;-1;74
51860;-1;0;-1;0;1;1;-1;58
51861;-1;0;-1;0;1;-1;1;94
51862;1;-1;1;1;1;1;-1;98
51863;-1;0;-1;0;1;-1;-1;64
51864;1;-1;-1;0;1;1;-1;65
51865;1;1;1;-1;1;1;-1;67
51866;-1;0;-1;0;1;-1;-1;58
51867;-1;0;1;1;1;-1;-1;82
51868;-1;0;-1;0;1;-1;-1;77
51869;-1;0;-1;0;1;-1;1;94
51870;-1;0;1;1;1;1;-1;58
51871;-1;0;1;1;1;-1;-1;93
51872;-1;0;1;-1;1;-1;-1;82
51873;-1;0;-1;0;-1;-1;-1;100
51874;-1;0;-1;0;1;1;1;63
51875;1;-1;-1;0;1;1;1;93
51876;-1;0;-1;0;-1;1;1;100
51877;1;1;1;1;1;1;1;58
51878;-1;0;-1;0;1;-1;1;75
51879;1;-1;-1;0;-1;1;1;100
51880;1;1;1;1;1;1;-1;44
51881;1;-1;1;-1;-1;1;1;100
51882;-1;0;-1;0;1;1;1;52
51883;-1;0;-1;0;1;-1;-1;82
51884;-1;0;-1;0;1;1;-1;50
51885;1;1;1;1;1;1;1;61
51886;1;-1;-1;0;-1;1;1;100
51887;-1;0;1;1;1;1;-1;57
51888;1;-1;1;-1;-1;-1;1;100
51889;-1;0;-1;0;1;-1;-1;80
51890;1;-1;1;1;1;1;-1;54
51891;1;-1;-1;0;-1;-1;1;100
51892;1;1;1;-1;-1;1;-1;95
51893;-1;0;1;1;-1;-1;-1;100
51894;1;1;1;-1;1;1;-1;55
51895;1;-1;-1;0;1;1;1;81
51896;1;-1;1;1;-1;1;-1;100
51897;-1;0;1;1;-1;-1;1;100
51898;1;-1;-1;0;1;1;-1;78
51899;1;-1;-1;0;-1;1;-1;100
51900;-1;0;1;-1;1;1;-1;82
51901;-1;0;-1;0;1;-1;1;100
51902;1;-1;-1;0;1;1;1;73
51903;-1;0;-1;0;1;-1;1;71
51904;1;1;-1;0;-1;1;-1;80
51905;-1;0;1;1;-1;1;1;100
51906;-1;0;-1;0;-1;1;1;100
51907;-1;0;-1;0;-1;1;-1;81
51908;-1;0;1;1;1;-1;1;100
51909;-1;0;-1;0;-1;-1;-1;100
51910;-1;0;-1;0;-1;1;1;100
51911;1;-1;-1;0;1;-1;-1;83
51912;-1;0;-1;0;1;-1;-1;79
51913;-1;0;1;1;1;1;-1;51
51914;1;1;-1;0;-1;-1;1;100
51915;1;-1;-1;0;-1;-1;1;100
51916;1;1;1;-1;1;1;1;73
51917;-1;0;-1;0;-1;1;-1;90
51918;1;-1;1;-1;1;1;-1;53
51919;1;1;-1;0;1;-1;-1;66
51920;-1;0;-1;0;1;1;1;73
51921;-1;0;-1;0;1;-1;1;72
51922;-1;0;1;1;-1;1;1;100
51923;1;1;1;-1;1;-1;-1;66
51924;-1;0;1;-1;-1;-1;-1;100
51925;1;1;1;1;-1;-1;-1;100
51926;-1;0;1;-1;1;-1;1;91
51927;1;-1;1;1;-1;-1;1;100
51928;-1;0;-1;0;1;-1;-1;74
51929;-1;0;1;-1;1;-1;-1;84
51930;-1;0;-1;0;-1;1;1;100
51931;1;-1;1;-1;-1;-1;-1;100
51932;-1;0;-1;0;1;1;-1;34
51933;1;-1;-1;0;1;-1;-1;81
51934;-1;0;-1;0;1;1;1;64
51935;1;1;-1;0;1;-1;1;72
51936;-1;0;-1;0;1;1;1;75
51937;1;1;1;1;1;1;-1;39
51938;-1;0;-1;0;1;-1;-1;49
51939;1;1;1;1;1;-1;1;100
51940;-1;0;-1;0;-1;1;1;95
51941;-1;0;1;-1;-1;-1;1;100
51942;-1;0;-1;0;-1;1;-1;100
51943;1;-1;1;-1;-1;1;1;100
51944;1;-1;1;-1;1;1;-1;100
51945;-1;0;-1;0;1;-1;1;84
51946;-1;0;1;-1;-1;1;-1;100
51947;-1;0;1;-1;1;-1;-1;88
51948;1;-1;-1;0;1;1;1;67
51949;1;1;1;-1;1;1;1;66
51950;-1;0;-1;0;1;1;-1;66
51951;1;-1;-1;0;1;1;1;83
51952;-1;0;1;-1;1;1;-1;70
51953;1;1;1;1;1;-1;-1;42
51954;1;1;-1;0;1;-1;1;54
51955;1;-1;1;1;1;-1;1;100
51956;-1;0;-1;0;1;1;1;60
51957;-1;0;-1;0;1;1;1;61
51958;-1;0;1;1;-1;1;-1;100
51959;-1;0;-1;0;1;-1;-1;68
51960;-1;0;1;1;1;1;1;81
51961;1;-1;1;1;1;1;1;99
51962;-1;0;1;1;-1;1;1;100
51963;1;-1;-1;0;1;1;1;82
51964;-1;0;-1;0;1;1;1;70
51965;-1;0;1;-1;1;1;-1;69
51966;1;1;1;1;1;-1;1;58
51967;-1;0;1;1;1;-1;1;100
51968;1;1;-1;0;1;-1;1;71
51969;-1;0;-1;0;-1;1;1;100
51970;1;-1;-1;0;1;-1;1;91
51971;1;1;-1;0;1;-1;1;76
51972;1;1;-1;0;-1;1;-1;92
51973;-1;0;-1;0;1;-1;-1;68
51974;-1;0;-1;0;-1;1;-1;93
51975;1;1;-1;0;1;1;1;50
51976;1;-1;-1;0;1;-1;1;100
51977;1;-1;1;1;1;1;-1;86
51978;1;-1;1;-1;1;-1;1;100
51979;1;-1;1;-1;-1;1;1;100
51980;-1;0;-1;0;1;-1;-1;90
51981;-1;0;1;-1;-1;1;-1;100
51982;1;-1;-1;0;-1;1;-1;100
51983;1;-1;-1;0;1;-1;1;71
51984;1;1;-1;0;-1;-1;1;100
51985;1;-1;1;-1;1;-1;1;100
51986;-1;0;-1;0;-1;-1;-1;100
51987;1;-1;1;-1;1;-1;1;100
51988;-1;0;1;1;-1;1;-1;100
51989;1;-1;1;-1;-1;-1;1;100
51990;1;-1;1;1;-1;-1;1;100
51991;-1;0;1;-1;1;1;-1;74
51992;1;-1;1;1;-1;-1;-1;100
51993;1;1;1;-1;1;-1;1;100
51994;-1;0;1;1;-1;-1;1;100
51995;-1;0;-1;0;-1;1;1;100
51996;-1;0;1;-1;-1;-1;-1;100
51997;1;1;-1;0;1;1;1;62
51998;-1;0;1;-1;1;1;1;86
51999;1;-1;1;1;1;1;-1;74
52000;-1;0;-1;0;1;1;1;64
52001;1;-1;1;-1;1;1;1;100
52002;-1;0;1;-1;-1;1;-1;100
52003;-1;0;1;-1;-1;-1;-1;100
52004;-1;0;-1;0;-1;1;-1;94
52005;1;-1;1;1;-1;1;1;100
52006;1;-1;-1;0;-1;1;1;100
52007;-1;0;-1;0;1;1;-1;45
52008;-1;0;-1;0;1;-1;1;84
52009;-1;0;-1;0;-1;1;1;100
52010;-1;0;-1;0;1;-1;-1;78
52011;1;1;-1;0;-1;1;1;100
52012;-1;0;1;1;1;-1;1;100
52013;1;1;1;-1;1;1;-1;53
52014;-1;0;1;-1;-1;-1;-1;100
52015;1;1;-1;0;-1;1;1;98
52016;-1;0;-1;0;1;1;-1;44
52017;-1;0;1;1;-1;-1;1;100
52018;1;-1;1;-1;1;-1;-1;100
52019;-1;0;-1;0;-1;1;1;92
52020;1;-1;-1;0;1;-1;-1;95
52021;1;-1;1;1;1;1;1;100
52022;1;-1;-1;0;-1;-1;1;100
52023;1;-1;-1;0;1;1;1;100
52024;1;-1;1;1;-1;-1;1;100
52025;-1;0;-1;0;-1;-1;1;100
52026;-1;0;1;-1;1;-1;-1;85
52027;-1;0;1;-1;1;-1;1;100
52028;1;-1;1;-1;1;1;-1;85
52029;1;-1;-1;0;-1;1;1;99
52030;-1;0;-1;0;-1;-1;-1;100
52031;-1;0;-1;0;1;-1;-1;61
52032;-1;0;-1;0;1;1;1;68
52033;-1;0;-1;0;1;-1;-1;58
52034;1;1;-1;0;1;1;-1;37
52035;1;1;-1;0;-1;-1;-1;93
52036;-1;0;1;1;1;1;-1;60
52037;1;1;-1;0;1;1;-1;37
52038;1;1;-1;0;-1;-1;-1;80
52039;1;1;1;-1;1;1;1;87
52040;1;-1;1;1;-1;1;-1;100
52041;1;-1;1;-1;-1;-1;-1;100
52042;1;1;-1;0;1;1;1;26
52043;1;1;1;1;1;1;-1;38
52044;1;1;-1;0;1;-1;1;75
52045;1;1;-1;0;1;1;-1;31
52046;-1;0;1;1;1;1;-1;55
52047;-1;0;-1;0;-1;1;1;97
52048;1;-1;-1;0;1;-1;-1;100
52049;-1;0;1;1;-1;1;-1;100
52050;1;-1;1;1;-1;-1;1;100
52051;1;1;-1;0;-1;-1;-1;77
52052;1;1;1;1;-1;-1;-1;100
52053;-1;0;1;1;-1;1;-1;100
52054;-1;0;-1;0;-1;-1;1;100
52055;-1;0;-1;0;-1;1;-1;91
52056;1;-1;-1;0;1;1;1;95
52057;1;1;-1;0;-1;1;1;91
52058;1;-1;-1;0;1;1;1;100
52059;1;-1;-1;0;1;-1;1;100
52060;1;-1;1;-1;-1;-1;1;100
52061;-1;0;-1;0;-1;1;1;100
52062;1;-1;1;1;1;-1;1;91
52063;-1;0;1;-1;-1;1;-1;100
52064;-1;0;1;1;1;1;1;82
52065;1;1;-1;0;-1;1;-1;75
52066;-1;0;-1;0;1;1;-1;53
52067;-1;0;-1;0;-1;1;1;100
52068;-1;0;1;1;-1;1;-1;99
52069;1;1;1;-1;1;-1;-1;61
52070;1;-1;1;1;1;-1;1;100
52071;1;-1;1;-1;-1;1;-1;100
52072;1;-1;1;1;-1;-1;1;100
52073;1;1;1;-1;-1;-1;1;100
52074;1;-1;1;1;-1;-1;1;100
52075;-1;0;1;-1;1;-1;-1;87
52076;1;-1;-1;0;-1;-1;1;100
52077;1;1;1;1;1;-1;1;78
52078;1;1;1;-1;1;-1;-1;86
52079;1;1;1;1;1;1;1;78
52080;-1;0;-1;0;1;1;1;76
52081;-1;0;1;-1;-1;1;1;100
52082;-1;0;1;-1;-1;-1;1;100
52083;1;1;-1;0;1;1;1;54
52084;-1;0;-1;0;-1;-1;1;100
52085;-1;0;1;1;-1;1;-1;100
52086;1;1;1;-1;1;-1;1;100
52087;-1;0;1;-1;-1;-1;1;100
52088;-1;0;1;1;1;-1;1;100
52089;1;-1;1;-1;1;-1;1;100
52090;1;1;-1;0;1;-1;-1;63
52091;1;-1;-1;0;1;1;-1;65
52092;-1;0;1;-1;1;1;-1;76
52093;1;-1;-1;0;-1;-1;1;100
52094;-1;0;-1;0;-1;-1;-1;100
52095;-1;0;-1;0;1;-1;1;79
52096;-1;0;-1;0;1;-1;-1;73
52097;1;-1;1;1;-1;-1;1;100
52098;-1;0;1;-1;-1;1;-1;100
52099;-1;0;-1;0;-1;-1;1;100
52100;-1;0;1;1;-1;1;1;100
52101;-1;0;1;1;-1;-1;-1;100
52102;1;-1;-1;0;1;1;1;92
52103;-1;0;-1;0;1;-1;-1;74
52104;-1;0;1;1;-1;-1;-1;100
52105;-1;0;-1;0;-1;-1;1;100
52106;1;1;-1;0;1;1;-1;53
52107;1;-1;-1;0;1;1;-1;91
52108;1;1;1;1;-1;-1;-1;100
52109;1;1;1;-1;-1;1;1;100
52110;-1;0;1;1;-1;-1;-1;100
52111;1;1;1;-1;1;-1;1;98
52112;-1;0;1;-1;-1;-1;-1;100
52113;-1;0;-1;0;1;-1;-1;75
52114;1;-1;1;1;-1;1;-1;100
52115;-1;0;-1;0;1;-1;1;93
52116;1;1;-1;0;1;-1;1;75
52117;1;-1;1;1;-1;1;-1;100
52118;-1;0;-1;0;1;1;-1;59
52119;-1;0;1;-1;-1;-1;-1;100
52120;1;1;-1;0;1;-1;1;66
52121;1;-1;1;1;1;1;-1;74
52122;1;-1;1;-1;1;-1;-1;100
52123;1;1;1;-1;-1;-1;-1;100
52124;-1;0;-1;0;1;1;1;65
52125;-1;0;-1;0;1;1;-1;64
52126;1;1;-1;0;1;-1;1;58
52127;-1;0;1;1;-1;-1;-1;100
52128;1;-1;-1;0;-1;1;1;100
52129;1;-1;-1;0;-1;1;-1;100
52130;-1;0;1;-1;-1;1;1;100
52131;-1;0;1;1;1;1;-1;59
52132;-1;0;-1;0;1;-1;1;95
52133;1;1;-1;0;-1;1;-1;88
52134;1;1;-1;0;1;1;-1;32
52135;1;1;1;1;-1;1;-1;95
52136;1;1;-1;0;1;1;-1;33
52137;-1;0;-1;0;1;-1;1;87
52138;-1;0;1;1;-1;-1;-1;100
52139;-1;0;1;1;1;1;1;73
52140;1;1;-1;0;-1;1;-1;96
52141;1;-1;1;-1;1;-1;-1;100
52142;-1;0;1;1;-1;1;1;100
52143;-1;0;-1;0;-1;1;-1;93
52144;-1;0;-1;0;1;-1;1;93
52145;-1;0;1;1;1;-1;1;91
52146;-1;0;-1;0;-1;-1;1;100
52147;1;-1;1;-1;-1;-1;-1;100
52148;-1;0;1;-1;1;-1;1;100
52149;1;-1;-1;0;-1;-1;1;100
52150;1;1;-1;0;1;-1;-1;44
52151;-1;0;1;1;1;-1;-1;80
52152;1;1;-1;0;1;1;1;65
52153;-1;0;-1;0;1;-1;1;82
52154;-1;0;-1;0;-1;-1;-1;100
52155;-1;0;-1;0;1;-1;1;91
52156;-1;0;1;1;1;1;1;79
52157;-1;0;1;1;1;-1;1;97
52158;1;1;-1;0;1;-1;1;69
52159;1;1;-1;0;1;1;1;55
52160;1;1;-1;0;-1;-1;-1;100
52161;1;1;1;-1;1;1;-1;37
52162;-1;0;-1;0;-1;-1;-1;100
52163;-1;0;-1;0;1;-1;1;84
52164;-1;0;1;1;1;-1;-1;91
52165;-1;0;-1;0;1;1;-1;65
52166;-1;0;-1;0;-1;-1;1;100
52167;-1;0;1;-1;-1;1;-1;100
52168;-1;0;1;-1;1;-1;1;100
52169;1;1;1;-1;1;-1;-1;85
52170;1;1;-1;0;1;-1;1;66
52171;1;1;1;-1;-1;-1;-1;100
52172;1;-1;-1;0;-1;1;1;100
52173;-1;0;-1;0;-1;-1;-1;100
52174;1;1;1;-1;-1;-1;1;100
52175;-1;0;-1;0;-1;1;-1;100
52176;-1;0;-1;0;-1;1;1;100
52177;-1;0;-1;0;1;-1;-1;68
52178;1;1;-1;0;1;-1;-1;36
52179;1;-1;1;1;-1;-1;-1;100
52180;1;1;1;1;1;1;-1;46
52181;1;1;-1;0;1;-1;1;58
52182;1;1;1;-1;1;-1;1;75
52183;1;1;1;-1;-1;1;1;100
52184;1;1;-1;0;-1;1;1;93
52185;-1;0;-1;0;1;-1;-1;49
52186;-1;0;-1;0;-1;-1;1;100
52187;-1;0;1;1;1;1;-1;52
52188;-1;0;-1;0;-1;-1;-1;100
52189;-1;0;1;-1;-1;1;1;100
52190;1;1;1;1;-1;1;1;100
52191;1;-1;1;-1;-1;-1;-1;100
52192;-1;0;1;1;-1;1;1;100
52193;-1;0;-1;0;-1;-1;-1;100
52194;1;-1;-1;0;-1;1;1;100
52195;-1;0;-1;0;-1;1;1;100
52196;1;-1;1;1;-1;-1;1;100
52197;1;1;-1;0;-1;-1;1;97
52198;1;-1;1;1;1;1;1;92
52199;1;-1;1;1;-1;1;-1;100
52200;-1;0;1;1;-1;-1;1;100
52201;1;1;1;-1;-1;-1;1;100
52202;-1;0;1;-1;1;-1;-1;89
